source_0,destination_0,arrival_time_0,source_1,destination_1,arrival_time_1,source_2,destination_2,arrival_time_2,source_3,destination_3,arrival_time_3,source_4,destination_4,arrival_time_4,source_5,destination_5,arrival_time_5,source_6,destination_6,arrival_time_6,source_7,destination_7,arrival_time_7,source_8,destination_8,arrival_time_8,source_9,destination_9,arrival_time_9,source_10,destination_10,arrival_time_10,source_11,destination_11,arrival_time_11,source_12,destination_12,arrival_time_12,source_13,destination_13,arrival_time_13,source_14,destination_14,arrival_time_14,source_15,destination_15,arrival_time_15,source_16,destination_16,arrival_time_16,source_17,destination_17,arrival_time_17,source_18,destination_18,arrival_time_18,source_19,destination_19,arrival_time_19,source_20,destination_20,arrival_time_20,source_21,destination_21,arrival_time_21,source_22,destination_22,arrival_time_22,source_23,destination_23,arrival_time_23,source_24,destination_24,arrival_time_24,source_25,destination_25,arrival_time_25,source_26,destination_26,arrival_time_26,source_27,destination_27,arrival_time_27,source_28,destination_28,arrival_time_28,source_29,destination_29,arrival_time_29
28,4,91,6,8,48,38,36,42,6,36,82,10,4,48,30,12,59,18,32,84,0,36,116,0,32,76,38,4,117,16,32,92,10,28,79,2,12,54,28,12,93,8,20,63,30,16,58,24,28,72,18,12,51,8,4,50,30,12,77,8,0,58,20,32,77,28,0,69,0,36,78,16,24,56,38,20,58,8,28,98,8,0,78,16,36,72,32,12,91
28,32,66,28,36,71,32,24,80,22,20,48,34,28,49,2,12,53,8,32,78,2,4,58,8,16,78,22,8,70,4,24,63,18,0,84,38,24,85,8,12,59,4,0,67,8,8,48,6,32,97,38,16,65,8,8,66,14,16,68,18,24,68,28,20,54,32,4,86,6,24,73,20,20,59,4,8,51,36,24,54,24,8,88,8,8,55,22,16,49
16,4,87,22,24,50,30,16,61,6,36,81,32,20,64,36,24,59,2,8,55,32,0,119,0,0,52,26,20,75,4,32,91,30,28,61,26,8,86,34,4,108,34,12,93,2,20,90,34,32,53,38,36,42,4,20,71,18,12,63,38,0,89,20,20,51,34,12,102,16,28,78,22,32,73,14,32,62,8,4,64,22,12,60,14,32,97,24,24,64
8,16,57,28,12,63,26,12,85,24,32,49,14,36,104,24,32,69,30,12,61,24,4,81,6,12,76,6,32,68,10,28,61,22,12,70,8,8,47,38,20,82,6,12,58,30,28,64,2,16,62,6,24,82,24,32,60,14,32,84,16,24,50,14,8,75,32,20,83,0,4,65,38,16,102,28,24,58,26,32,55,36,16,60,26,16,64,24,28,51
8,8,44,36,36,58,32,8,106,34,0,106,12,24,76,0,12,55,30,8,100,18,12,65,8,4,66,34,8,84,28,4,69,28,28,63,24,4,88,4,28,68,24,0,70,34,12,63,38,28,63,14,4,84,2,28,67,18,12,76,28,28,60,16,32,93,2,28,109,2,8,61,20,0,76,16,32,68,8,36,92,18,32,57,32,4,95,16,24,69
24,28,49,12,28,66,20,8,73,8,36,84,30,8,100,16,24,66,14,28,67,24,24,63,32,20,83,36,0,106,10,20,65,12,16,70,12,32,78,2,24,82,0,4,53,38,36,60,0,20,83,8,32,100,0,24,92,14,0,56,38,16,71,8,36,111,24,0,98,38,0,109,30,4,79,12,24,85,34,16,79,4,20,94,28,4,85,32,8,98
30,8,93,18,20,57,28,20,75,4,12,70,30,0,102,8,36,84,0,4,50,14,12,45,4,0,73,18,4,61,8,28,80,4,4,41,38,20,74,38,4,100,12,32,85,34,8,98,2,4,68,14,12,62,22,36,83,22,12,72,14,12,62,22,24,69,24,24,51,6,0,70,38,32,76,6,16,82,34,28,57,20,4,90,20,4,56,2,12,69
20,8,79,4,32,76,4,36,88,32,12,61,34,24,59,8,24,60,0,28,74,32,16,79,20,20,59,34,36,46,4,4,64,18,24,50,20,12,65,8,20,75,6,32,90,18,0,95,14,12,46,4,8,56,22,32,66,12,12,62,38,8,105,8,8,66,28,12,62,30,28,57,38,0,78,10,4,53,34,28,74,8,20,81,20,16,45,34,8,101
28,0,106,36,36,56,28,24,55,2,20,68,6,24,88,14,28,73,26,24,68,22,20,66,16,20,53,36,24,69,26,12,72,32,8,96,16,20,71,30,4,91,22,0,104,0,36,111,34,8,90,32,32,43,14,4,57,0,32,81,36,20,59,0,28,109,12,12,41,26,4,84,28,32,44,38,16,82,20,4,73,14,16,58,30,28,57,8,24,86
4,36,76,12,24,61,14,16,49,36,0,109,18,28,77,8,28,100,4,20,87,34,0,110,18,24,73,6,12,65,38,20,58,26,24,66,6,16,59,24,36,77,32,16,90,14,28,86,2,12,77,20,36,58,8,8,56,0,20,94,22,20,58,10,24,65,32,12,101,0,8,68,2,0,63,22,20,69,14,28,57,28,12,77,30,20,55,38,0,82
0,24,83,4,4,52,28,36,60,26,4,71,12,12,49,22,16,49,28,4,69,0,12,75,16,32,73,10,36,84,18,0,60,8,24,90,30,36,66,12,16,52,26,20,55,22,16,57,12,20,50,28,24,53,30,12,95,24,16,69,14,0,66,28,28,60,26,32,46,6,16,81,32,28,44,28,20,78,10,12,56,20,4,86,30,32,55,10,8,65
10,28,82,4,4,57,8,4,57,2,20,86,14,0,74,28,8,100,16,8,56,14,28,61,24,20,50,32,12,97,26,12,59,24,0,102,12,20,62,18,20,61,2,12,73,38,24,84,22,4,58,34,0,93,18,20,52,20,24,58,18,0,94,36,12,94,34,28,50,10,16,47,34,32,47,8,36,94,36,12,102,22,20,57,22,20,65,8,8,43
22,28,73,10,36,108,26,16,73,32,20,70,34,8,103,38,8,104,28,16,85,0,16,67,28,32,47,0,32,93,36,16,82,38,36,45,14,4,66,30,12,71,8,36,93,12,12,50,12,0,81,26,16,62,12,12,56,6,32,81,6,20,83,24,32,56,14,20,57,32,36,65,34,32,51,32,32,55,22,24,55,10,36,79,26,32,68,0,36,102
6,20,58,6,20,90,24,36,66,12,16,71,36,28,75,30,28,49,10,12,46,0,0,54,6,16,50,18,24,57,32,20,65,10,16,60,26,16,64,26,32,62,8,28,60,4,0,64,38,12,66,20,4,67,4,20,77,16,4,77,20,0,82,20,8,86,28,16,73,22,28,58,8,28,76,6,36,87,10,36,83,4,8,73,36,12,68,32,8,73
4,28,65,28,4,105,2,0,64,24,0,98,18,36,68,38,16,77,30,28,55,38,4,89,8,16,75,26,20,67,34,28,46,20,20,50,26,16,75,38,4,104,14,0,88,10,12,64,26,16,72,32,36,52,22,36,59,4,32,95,30,32,55,28,32,45,30,36,72,14,8,67,38,24,89,24,28,68,30,0,83,26,36,56,22,16,71,18,8,59
36,16,71,20,8,54,14,20,60,0,32,106,12,8,57,28,0,72,38,16,75,18,20,46,16,4,76,22,28,52,0,32,83,18,12,47,26,20,74,22,8,85,12,16,68,8,24,77,20,12,54,18,0,65,10,36,66,32,36,44,38,16,64,38,12,73,24,20,53,0,4,65,28,4,98,2,16,62,38,4,89,18,20,67,38,16,77,6,0,55
16,8,70,8,0,78,16,20,69,28,4,101,28,8,62,14,20,75,36,32,52,10,12,61,6,20,89,26,16,84,22,24,51,8,0,56,18,36,95,30,32,68,12,0,82,18,36,84,22,24,63,12,24,83,0,28,113,28,24,71,20,36,74,6,20,88,32,28,45,2,32,113,4,4,52,20,24,47,24,32,48,6,24,69,28,24,45,0,16,63
18,32,62,30,16,84,24,28,58,8,16,58,10,36,69,14,32,69,20,4,69,34,36,70,30,32,65,22,24,42,24,16,54,28,36,60,36,0,85,14,20,51,8,16,76,2,8,46,0,28,73,2,16,61,18,12,46,30,0,76,2,20,60,22,0,64,16,0,73,8,8,57,22,20,53,24,36,79,18,0,66,4,16,59,14,16,47,26,0,83
38,8,71,4,0,49,36,24,74,14,24,52,20,36,65,32,0,86,0,36,118,6,24,62,4,32,103,24,24,53,10,8,51,32,28,66,32,36,53,18,16,56,8,20,80,24,28,64,26,0,98,36,12,69,30,32,46,2,8,48,26,32,49,12,24,81,6,24,80,20,28,52,26,8,63,10,36,82,4,20,67,16,4,61,14,0,54,30,28,63
36,24,82,28,0,108,36,16,88,18,8,63,36,0,79,12,20,53,0,8,76,4,8,63,26,4,87,2,8,66,18,12,50,6,0,55,36,36,54,6,28,63,22,16,61,18,28,66,24,16,56,12,8,67,20,4,61,30,28,66,22,16,55,28,0,90,22,4,78,16,36,68,12,0,62,6,32,109,16,32,63,38,28,67,26,20,72,28,36,78
10,24,54,8,8,62,2,24,102,34,8,77,10,8,51,32,20,78,8,4,61,24,32,79,24,28,49,20,4,80,2,20,64,10,8,42,18,4,54,4,28,100,8,32,76,38,16,103,2,36,107,34,8,96,36,32,57,8,12,50,4,28,74,34,20,80,22,12,62,4,8,48,12,0,63,4,0,45,2,4,67,2,32,75,8,28,72,2,28,104
22,28,68,4,4,42,22,28,75,2,12,51,26,24,48,26,0,100,38,8,93,6,20,87,38,0,121,8,24,69,32,32,56,4,8,55,28,12,62,20,16,66,12,16,44,26,28,55,0,36,97,16,24,71,22,20,53,18,0,87,8,36,105,10,20,51,8,16,51,22,20,62,36,24,64,8,16,52,30,32,56,18,20,70,14,12,55,8,16,78
18,12,60,16,4,71,26,32,57,30,32,51,6,16,60,6,28,88,10,36,110,8,4,62,32,32,65,24,4,78,36,36,46,24,12,62,10,32,97,28,12,75,34,16,61,22,28,47,26,32,61,6,0,57,30,36,55,32,28,69,34,24,58,8,20,73,20,36,78,32,0,105,0,16,72,4,28,83,2,28,81,38,12,86,24,12,87,24,20,46
0,8,54,0,4,45,16,4,83,18,28,75,22,12,51,24,28,63,38,8,112,26,0,68,32,20,63,22,36,64,16,0,88,18,36,86,6,12,60,38,36,66,0,4,58,10,12,68,12,36,70,4,20,57,18,28,79,0,0,58,26,24,45,28,36,54,6,36,94,20,8,67,28,16,56,32,24,80,30,28,51,28,8,96,32,8,95,14,0,59
38,12,94,10,4,67,18,0,70,0,24,78,22,16,49,0,4,71,26,32,69,26,32,51,38,0,101,36,12,99,2,28,89,12,20,54,28,24,71,26,36,83,14,24,50,8,24,62,26,8,90,38,24,59,30,24,62,30,20,60,12,0,85,12,12,40,12,0,54,16,32,57,30,12,86,26,4,71,38,20,73,18,8,84,22,20,68,14,16,57
6,0,66,10,28,90,14,28,67,32,36,44,32,24,53,38,20,80,0,36,115,14,20,61,6,8,52,36,28,57,26,24,65,36,12,103,20,20,60,18,36,74,6,24,95,18,32,56,6,8,65,12,32,90,12,36,89,2,16,89,36,8,75,10,36,87,18,36,74,4,20,91,18,32,87,28,8,78,2,12,58,0,4,71,24,24,65,28,28,55
26,32,56,34,8,99,18,8,52,30,36,74,20,20,61,16,24,76,0,8,77,28,4,88,28,28,42,2,20,81,14,16,67,8,0,80,36,20,85,20,20,41,14,8,52,30,4,110,38,12,66,22,4,93,34,4,115,38,8,96,4,12,51,10,12,52,26,32,57,6,4,64,8,28,62,26,32,68,16,0,70,34,28,51,8,20,85,36,24,69
10,12,47,20,16,51,30,0,103,28,0,108,18,36,83,20,4,84,32,12,60,8,4,65,18,0,86,12,24,75,0,20,90,30,28,51,18,16,48,16,12,47,32,20,72,16,8,61,22,4,79,32,16,77,24,36,85,20,28,49,10,8,70,16,16,57,10,36,110,6,8,50,10,12,56,28,4,88,20,4,80,2,4,50,24,16,77,24,28,70
22,16,73,24,24,58,28,28,62,26,20,64,18,16,47,2,28,104,38,0,126,14,20,72,32,4,84,28,8,81,28,28,46,26,12,84,22,4,89,38,0,87,36,36,49,20,16,57,6,16,74,8,16,80,6,36,87,18,4,65,8,32,64,36,28,53,10,24,80,34,12,82,24,8,84,34,32,67,16,16,63,14,12,53,20,32,83,4,36,87
4,16,81,14,4,66,10,24,83,6,20,73,24,8,77,10,20,71,34,0,77,14,16,53,14,28,81,20,8,81,4,28,94,20,28,65,16,32,59,34,24,59,6,32,107,12,32,88,34,36,56,2,12,66,26,24,49,0,20,88,6,24,97,36,4,87,4,24,68,28,28,67,28,24,49,34,32,65,34,36,44,18,12,55,38,8,109,14,32,88
26,4,100,38,0,124,16,16,40,4,0,61,34,32,50,30,28,51,0,8,59,32,16,81,34,0,104,0,4,65,38,4,90,36,16,74,34,4,88,8,0,78,38,4,111,20,8,86,34,0,82,18,28,79,4,24,77,12,12,43,32,16,76,12,0,82,14,24,51,20,24,63,22,36,58,26,20,76,2,4,57,18,8,67,38,16,82,16,16,56
14,28,57,24,36,72,2,20,91,26,0,102,24,28,54,8,4,50,16,32,85,20,4,60,2,28,81,26,24,61,26,36,71,14,4,75,24,36,72,36,12,76,0,32,92,10,36,101,36,8,104,2,24,101,22,12,63,26,36,51,36,4,74,18,28,65,34,36,60,28,12,57,28,16,67,6,28,79,4,12,67,8,0,53,28,28,62,38,8,93
28,36,68,6,12,54,0,28,109,28,20,80,14,8,67,34,24,79,8,32,96,2,28,72,20,32,82,14,12,47,14,8,74,30,32,57,12,36,91,26,8,82,12,36,77,10,16,76,24,12,69,0,0,48,38,32,58,34,4,100,18,24,70,30,8,89,16,28,71,6,0,66,12,20,52,10,20,74,16,36,97,36,32,58,14,12,63,2,28,74
14,36,102,14,12,43,18,36,83,18,36,91,8,12,46,24,36,87,10,16,77,24,4,85,16,28,60,16,12,73,14,12,48,38,16,84,28,0,75,36,0,108,30,8,100,6,28,69,34,36,59,14,24,70,36,12,91,22,16,60,38,0,118,2,32,94,30,36,69,26,32,70,10,8,52,8,20,73,30,32,49,0,12,63,6,4,52,8,36,73
34,36,58,26,32,50,24,8,83,6,24,66,4,32,70,0,12,85,12,12,43,36,20,74,20,4,76,12,16,58,32,28,56,0,0,58,26,20,72,24,4,68,14,20,70,2,32,106,14,12,50,28,4,104,6,8,48,22,24,68,38,20,88,36,36,53,38,8,94,24,0,65,32,12,73,20,16,58,30,8,78,10,16,68,14,12,44,0,0,61
24,24,65,34,24,56,14,28,55,6,4,44,24,0,107,12,32,62,38,32,52,10,28,72,26,36,61,14,36,96,32,28,69,22,4,85,36,4,73,22,4,87,30,20,59,16,0,78,30,16,64,2,36,85,36,0,123,32,32,65,16,16,48,22,16,47,0,12,57,16,8,54,22,32,74,2,0,69,14,8,76,6,4,45,36,0,94,6,20,72
22,4,97,4,24,63,24,4,62,22,16,76,24,0,70,16,16,65,16,4,66,22,12,80,0,4,55,28,4,105,16,16,42,22,16,46,0,32,88,22,16,52,8,4,62,6,32,96,36,0,89,20,28,70,38,32,48,26,32,76,34,28,75,6,12,72,38,32,72,8,4,50,14,4,73,0,0,50,32,16,86,24,4,101,2,8,68,6,36,87
36,20,77,14,4,77,30,16,58,32,12,60,38,36,43,12,32,92,30,36,74,20,12,73,12,36,83,0,20,63,38,20,78,28,0,77,10,24,74,4,8,57,18,24,68,24,20,55,10,36,94,28,28,49,16,28,58,22,20,70,6,20,76,36,4,80,6,24,71,38,0,84,28,24,65,10,24,64,6,28,68,28,24,66,18,16,60,12,20,56
18,16,61,30,4,106,30,32,43,10,0,82,2,16,69,26,12,79,20,12,55,32,8,83,6,12,55,8,24,64,24,36,78,30,16,55,12,0,78,32,36,61,32,24,49,24,36,81,34,8,88,2,32,76,12,28,71,14,0,86,12,28,68,12,24,63,14,36,87,24,36,56,16,16,62,22,32,83,16,0,59,22,24,70,30,12,78,6,12,58
22,8,87,6,28,94,34,4,76,38,8,100,24,20,53,30,24,72,32,16,65,26,20,62,14,24,74,10,36,76,0,4,64,32,24,54,28,0,112,4,0,44,12,12,58,38,28,54,6,20,72,28,36,54,16,8,61,24,28,68,12,24,58,20,4,64,2,32,109,6,8,43,0,32,72,8,12,58,12,28,63,2,12,53,24,16,68,16,12,49
16,32,65,18,12,54,30,4,82,2,32,116,16,4,76,36,28,51,28,20,67,24,32,48,22,32,76,6,20,76,36,4,109,12,28,69,36,36,57,6,0,54,2,8,71,16,4,86,14,32,82,8,16,74,20,20,47,0,16,56,16,24,50,16,12,62,2,20,78,38,16,101,16,36,71,18,12,48,10,0,65,32,28,72,10,4,67,12,4,80
32,36,54,4,24,77,14,0,88,18,16,46,0,4,48,14,32,83,8,4,70,8,20,58,32,24,70,18,8,62,34,28,67,14,8,74,26,8,94,18,0,72,16,4,77,22,24,67,8,4,52,30,36,63,38,8,83,32,28,54,10,8,62,34,36,64,24,32,51,30,0,81,14,0,79,32,36,48,26,32,69,30,16,74,36,32,68,34,12,65
28,36,78,28,28,42,32,28,49,22,8,87,2,28,77,14,20,65,0,12,84,26,16,58,14,24,66,2,16,71,8,12,65,26,28,57,28,16,62,10,12,49,22,36,73,16,28,76,24,4,61,2,16,81,18,28,59,18,20,60,34,20,59,8,32,88,12,8,60,36,16,62,26,12,85,14,12,50,24,4,67,8,4,71,2,4,48,2,4,65
28,16,67,30,16,59,10,28,91,36,24,60,18,32,69,6,8,67,36,24,56,0,16,60,24,28,62,10,36,99,16,24,70,4,12,50,0,28,78,8,4,58,4,12,79,12,4,69,0,0,49,34,20,74,34,8,67,4,24,76,14,24,62,14,12,51,14,16,45,32,0,102,34,4,109,0,32,106,24,16,53,22,36,74,34,20,59,4,24,89
0,32,94,30,8,90,36,16,60,8,12,57,12,16,51,0,32,89,6,4,53,36,8,97,28,8,73,36,28,64,10,24,66,16,16,50,8,4,53,16,16,58,24,36,81,2,8,73,0,16,58,30,32,57,0,24,69,16,16,63,14,20,75,0,24,71,38,28,84,14,24,58,0,32,105,20,16,65,14,24,66,0,20,94,2,20,84,28,0,106
18,8,70,20,12,64,10,0,68,22,24,43,38,20,79,22,0,90,4,32,77,36,28,53,10,24,59,20,24,61,20,24,47,16,28,52,0,36,106,22,4,90,0,4,60,14,4,55,14,8,54,20,16,48,34,28,63,20,36,68,36,20,82,6,28,63,22,28,56,0,12,79,22,8,72,14,20,63,2,36,115,10,4,63,16,32,74,4,20,92
22,4,73,12,24,62,26,8,79,22,0,99,2,32,116,18,24,67,28,12,63,8,24,76,38,28,80,38,32,59,36,4,101,4,12,72,38,16,95,22,20,58,32,28,48,14,16,51,0,36,95,4,32,105,12,8,46,6,12,58,22,36,82,2,16,63,30,24,66,30,0,88,0,12,75,14,12,47,12,28,59,28,20,58,28,32,62,2,32,117
0,12,78,26,12,59,2,8,51,20,8,57,4,32,96,14,24,83,6,0,61,38,28,72,22,8,89,36,32,59,2,8,57,6,4,52,20,20,48,2,32,105,32,28,59,18,12,54,10,0,58,16,24,51,28,20,57,32,8,84,14,8,57,24,20,48,16,24,79,2,24,77,36,36,44,0,32,114,34,12,94,30,8,65,12,20,61,12,16,62
16,36,94,26,8,84,8,24,66,4,28,69,20,28,56,6,12,63,26,28,57,20,32,63,2,16,77,28,32,69,34,8,92,10,4,77,24,28,45,14,12,50,30,8,85,38,20,74,36,4,107,30,0,114,32,4,89,36,0,87,34,8,97,2,4,59,6,24,60,10,8,66,6,20,64,22,28,46,22,12,71,8,8,53,2,24,82,38,32,68
28,36,58,6,36,79,28,24,46,22,20,45,20,36,94,12,16,71,0,8,53,32,16,86,6,36,94,22,28,72,10,12,45,10,4,77,18,8,54,28,32,65,24,8,73,34,16,72,24,20,51,8,12,63,26,20,77,10,12,65,26,32,76,0,32,97,18,28,70,30,32,58,26,16,63,18,16,51,26,28,60,6,36,91,22,0,79,14,8,64
12,8,61,36,4,107,4,4,53,8,24,76,10,24,80,2,16,84,2,12,82,24,24,49,0,4,63,34,8,83,2,12,70,20,0,87,20,16,69,20,28,57,18,12,58,34,12,67,30,12,59,6,0,66,22,16,74,0,16,84,4,28,85,10,24,65,18,0,91,20,16,56,22,0,100,16,8,56,0,24,105,8,24,62,20,0,84,32,0,111
2,0,54,14,8,62,22,28,64,2,8,57,22,12,63,2,0,70,24,28,48,4,16,75,32,4,91,0,0,46,20,24,65,28,0,96,16,4,85,0,8,51,36,32,53,2,32,90,30,28,67,22,16,76,4,28,92,2,36,75,22,12,81,2,8,74,30,24,64,8,28,85,32,32,41,36,20,70,34,20,63,30,20,74,12,20,72,26,20,76
4,16,60,10,28,64,32,4,94,28,24,61,2,12,51,20,0,86,30,4,107,28,4,94,26,16,68,16,36,78,12,24,59,2,24,88,6,4,50,34,8,73,22,24,42,32,4,100,8,16,75,30,32,65,2,32,99,28,4,73,26,4,92,8,28,86,32,36,67,6,8,51,0,16,72,6,8,42,22,0,101,6,20,67,6,0,51,38,0,119
2,36,81,24,24,42,32,0,119,22,4,84,18,16,50,16,4,60,12,20,52,14,4,55,10,24,57,4,28,86,24,12,77,24,8,91,12,0,59,0,24,94,32,4,108,6,20,89,32,12,84,4,24,64,34,4,107,6,0,51,18,20,45,0,0,58,16,8,69,24,24,47,22,0,68,20,12,61,18,16,51,24,28,58,14,36,70,8,24,87
2,4,42,8,8,51,38,28,83,22,20,57,20,24,47,18,12,67,2,36,111,30,24,51,16,32,92,14,4,72,4,36,97,34,32,58,38,32,59,28,12,71,6,0,59,0,32,94,2,0,53,2,24,83,18,24,62,36,32,52,34,16,66,30,12,92,12,8,60,20,28,80,4,32,70,10,28,72,16,16,53,10,4,49,22,4,92,10,24,59
26,4,86,18,20,66,18,36,96,26,0,106,32,0,85,18,4,73,2,12,53,34,8,79,38,12,68,0,12,84,16,20,60,22,8,71,12,8,65,26,4,73,22,4,73,6,4,54,38,24,59,14,24,73,20,24,46,0,32,111,28,4,92,36,20,64,8,20,85,8,28,91,16,4,54,16,36,69,0,24,76,26,32,52,0,12,63,14,16,50
22,16,76,20,20,67,34,32,52,20,36,79,0,28,89,20,12,63,22,28,62,12,28,72,2,0,69,38,24,61,12,20,57,20,32,57,26,24,58,26,12,73,12,16,67,30,36,58,38,16,94,18,4,74,34,32,55,18,16,52,10,32,70,30,12,63,14,0,62,2,24,93,6,4,67,6,4,51,34,12,74,38,12,75,2,36,116,0,36,89
12,8,57,34,24,51,4,36,91,28,28,48,30,8,87,10,12,44,2,16,78,6,24,58,18,32,82,2,32,71,28,0,102,0,8,78,28,4,70,12,20,79,4,32,78,32,16,63,22,32,83,36,24,55,28,24,54,0,8,57,4,16,68,38,8,115,14,4,54,30,8,80,30,0,118,26,24,49,38,8,73,10,4,70,0,8,64,20,28,76
16,32,68,24,4,90,32,28,55,2,8,66,18,32,57,36,4,93,10,28,64,38,16,88,36,24,58,12,8,64,34,28,55,22,16,69,34,12,93,36,20,80,0,36,92,24,8,83,16,20,66,18,4,86,38,16,83,20,32,78,30,24,53,14,0,76,24,20,62,14,24,74,18,8,71,2,28,111,12,32,70,36,36,47,28,36,54,16,4,85
2,24,85,38,8,94,14,28,55,36,20,77,14,4,83,34,8,67,14,24,68,18,8,74,12,36,79,24,4,86,6,8,45,26,36,70,8,20,54,6,16,84,12,32,85,22,24,51,4,32,102,34,24,56,32,32,61,10,36,106,32,24,57,28,16,84,12,0,68,28,20,52,20,28,58,2,36,114,26,8,88,22,32,84,28,36,79,2,24,86
8,24,81,8,28,99,2,0,47,12,28,77,4,12,60,38,12,80,12,32,79,12,4,69,32,32,65,30,0,113,34,8,103,18,16,60,4,0,58,22,32,61,2,28,74,14,8,63,28,0,107,28,8,70,8,16,50,10,20,82,14,12,52,20,32,64,6,16,65,32,8,89,14,8,69,26,0,103,22,12,67,0,24,64,12,4,76,34,16,90
20,36,73,26,4,78,30,20,65,38,16,81,2,0,48,22,4,97,6,12,71,8,36,96,8,0,76,30,24,51,6,28,81,38,12,111,6,28,84,30,32,53,2,4,59,18,0,71,16,24,53,14,12,64,16,0,75,20,28,78,6,0,62,26,8,89,38,8,72,20,4,78,18,8,64,14,28,84,18,24,70,32,16,87,16,4,68,2,4,63
4,4,64,10,20,57,24,12,66,8,24,61,12,16,46,10,16,48,28,0,98,4,16,68,14,16,51,4,20,57,32,4,77,4,8,60,8,28,80,26,20,51,20,36,90,26,28,50,32,24,67,12,20,60,4,24,71,34,12,71,20,12,78,14,32,61,36,20,87,18,24,75,34,24,51,4,4,63,20,20,54,38,32,67,34,36,69,16,8,49
18,20,51,24,12,72,18,20,68,6,4,49,10,4,73,32,36,62,28,4,100,18,28,78,10,4,50,38,24,79,4,4,67,16,0,58,14,24,50,24,32,50,10,28,63,4,32,88,4,20,77,4,16,61,8,32,72,20,16,44,0,0,48,20,20,48,4,4,67,8,24,72,2,32,85,26,28,67,20,20,65,2,0,53,14,4,53,24,0,87
24,4,81,6,36,76,4,24,60,4,36,93,4,28,97,4,24,78,34,0,76,0,36,101,32,32,59,12,0,64,32,12,85,28,32,68,14,24,77,16,12,56,20,20,61,36,28,74,22,8,66,8,0,64,6,8,56,36,4,111,20,20,58,20,28,73,16,36,76,10,0,55,32,20,62,30,32,54,16,8,80,8,36,95,14,4,74,30,36,67
24,24,42,6,0,74,12,0,82,2,12,73,36,4,95,22,0,84,6,36,89,10,36,92,4,8,64,36,24,54,12,4,68,12,12,66,6,4,51,22,16,75,10,12,60,12,36,103,22,24,50,26,8,85,24,20,47,30,16,79,36,8,110,20,12,61,26,36,69,6,28,88,30,32,63,16,20,48,18,20,64,34,16,85,20,8,80,4,8,65
26,36,64,36,24,74,22,4,59,30,32,62,38,24,84,28,16,84,34,8,88,22,36,57,30,32,49,38,4,76,8,0,78,18,32,63,34,20,72,18,24,74,14,12,69,38,20,86,24,36,69,32,0,120,6,24,77,2,4,64,14,28,86,26,0,97,32,0,118,22,32,75,24,20,60,6,20,63,22,16,59,10,12,58,22,32,77,16,0,78
26,0,86,36,0,112,0,32,108,18,8,66,16,20,58,34,24,78,18,20,54,20,20,49,24,4,90,0,32,72,24,28,49,14,8,52,2,20,94,26,4,79,18,32,83,20,36,70,10,36,91,2,28,92,36,20,93,36,4,99,0,16,75,6,12,47,8,8,41,36,20,88,18,0,82,34,0,77,24,0,91,32,0,90,18,24,66,6,20,56
38,16,67,22,8,87,16,4,81,12,16,67,14,36,65,16,36,76,30,28,43,8,28,60,14,8,73,2,8,55,30,36,68,14,36,88,8,36,93,28,28,42,38,8,74,30,12,88,22,28,60,22,36,67,14,4,78,26,8,66,12,32,78,0,36,106,22,36,67,4,32,79,14,36,104,4,8,59,30,12,74,26,20,60,14,4,84,30,8,103
38,0,110,22,8,71,8,16,53,12,16,53,16,4,61,14,32,59,20,24,50,28,4,87,0,36,119,22,24,49,30,36,58,0,4,59,14,24,64,12,0,67,32,28,55,34,4,96,22,20,57,34,20,59,34,0,105,2,16,83,24,16,79,6,20,77,32,20,77,2,16,88,32,0,88,20,12,61,8,16,79,34,32,60,22,4,65,38,0,91
36,28,52,8,20,71,20,24,46,4,12,73,20,0,73,28,36,66,36,24,63,10,12,44,8,28,89,2,36,109,32,12,93,14,12,44,32,20,53,10,8,55,38,32,58,22,36,75,32,0,105,4,12,78,30,24,70,38,28,72,6,8,46,6,16,66,20,16,47,6,20,80,14,28,70,14,36,104,16,24,58,20,28,80,18,32,85,28,8,92
14,12,54,8,24,72,16,32,57,2,24,72,32,20,86,6,24,77,16,8,59,8,4,49,12,32,97,18,24,46,4,0,46,28,4,104,28,4,96,6,24,82,8,24,85,24,12,86,14,0,54,10,8,68,20,4,70,34,36,46,6,8,46,6,8,69,8,20,68,32,24,78,18,16,62,4,0,64,22,32,61,6,36,103,0,0,52,36,16,70
2,12,67,24,0,105,26,0,66,14,36,65,4,20,66,8,20,73,26,4,76,32,0,107,22,8,68,22,24,44,8,36,73,0,24,86,12,20,71,36,24,77,18,36,91,28,12,57,38,8,117,30,8,88,6,12,60,8,20,84,2,8,62,26,24,58,34,16,76,24,20,72,32,4,88,36,4,111,16,4,58,14,36,104,10,12,47,2,36,101
2,8,70,28,36,75,16,24,72,12,0,71,12,20,74,28,12,59,18,16,51,36,8,109,20,24,68,32,8,97,26,20,67,2,8,76,18,24,71,30,8,74,30,12,72,6,4,63,26,36,78,24,0,65,24,4,84,32,24,75,36,36,66,22,0,73,8,28,83,20,36,93,24,4,70,16,16,65,26,12,86,32,36,66,2,20,77,36,32,61
